0,0.0002,0.0012,0.001,0.0006
0.05865315,0.0002,0.0012,0.001,0.0006
0.1145497,-0.1219,-0.066,-0.0863,0.1312
0.172276,-0.0115,0.0463,0.0263,0.1193
0.2,0.016,0.0639,0.0634,0.0629
0.2695119,-0.0458,-0.0557,-0.0234,0.0647
0.3320859,-0.0819,-0.0218,-0.0945,0.1333
0.3916096,0.0136,0.0531,0.0254,0.1158
0.4,0.0214,0.046,0.0439,0.0547
0.450818,-0.0189,-0.0323,-0.0443,0.0667
0.5610901,-0.0131,0.0281,-0.0759,0.1502
0.6,0.0232,0.0355,0.0405,0.0924
0.6602589,-0.0457,-0.0746,0.0273,0.0503
0.7125112,-0.1061,-0.057,-0.0679,0.0687
0.7649888,-0.0008,0.0319,-0.0665,0.1345
0.8,0.0251,0.0172,0.0391,0.0733
0.8674922,-0.0774,-0.1169,0.0078,0.0472
0.9492463,-0.0148,0.0129,-0.1056,0.0787
1,0.0218,0.0039,-0.0666,0.1391
1.060089,-0.0676,-0.1161,0.0088,0.0471
1.111797,-0.0805,-0.0494,-0.01,0.0381
1.166262,0.0081,0.0261,-0.1237,0.0851
1.2,0.0173,-0.0092,-0.0453,0.1349
1.259165,-0.081,-0.1269,-0.0268,0.0409
1.318952,-0.049,-0.0301,-0.1473,0.0932
1.386202,0.0235,-0.0035,-0.0547,0.1349
1.4,0.0124,-0.0213,0.0075,0.061
1.454245,-0.0822,-0.1367,-0.0411,0.0353
1.540139,-0.0054,0.0066,-0.148,0.0918
1.6,0.0057,-0.0328,-0.0311,0.1306
1.650626,-0.0869,-0.1393,-0.017,0.048
1.701954,-0.0628,-0.0484,-0.0516,0.0396
1.753175,0.011,0.0162,-0.1593,0.1163
1.8,-0.0015,-0.0435,-0.021,0.1212
1.851592,-0.1059,-0.1433,-0.0166,0.0552
1.92283,-0.0166,-0.0033,-0.0676,0.0463
1.997902,-0.0045,-0.0491,-0.1631,0.1096
2,-0.0074,-0.0533,-0.0504,0.1362
2.061646,-0.1226,-0.1175,-0.0134,0.0531
2.139429,0.0063,0.0185,-0.0789,0.0516
2.2,-0.0143,-0.0624,-0.0763,0.1443
2.256261,-0.1226,-0.1156,-0.0002,0.0814
2.311448,-0.0171,-0.0004,-0.0726,0.0498
2.382271,0.0022,-0.0372,-0.089,0.0584
2.4,-0.0229,-0.0707,-0.136,0.1457
2.464105,-0.1049,-0.0779,-0.0176,0.1242
2.520367,-0.0007,0.0204,-0.0515,0.0372
2.571216,0.0068,-0.0242,-0.098,0.0607
2.6,-0.0327,-0.079,-0.1398,0.1447
2.696527,-0.0234,0.0006,-0.0006,0.1354
2.751707,0.0202,0.0004,-0.0438,0.0353
2.8,-0.0439,-0.0872,-0.1066,0.0718
2.856003,-0.0982,-0.0621,-0.1053,0.1474
2.911103,-0.0005,0.0339,0.0114,0.1043
2.968538,-0.004,-0.0265,-0.0551,0.0368
3,-0.0571,-0.095,-0.1141,0.0788
3.059093,-0.0787,-0.0363,-0.0442,0.145
3.119655,0.0112,0.0414,-0.0123,0.051
3.18007,-0.0272,-0.0535,-0.1128,0.0824
3.2,-0.0693,-0.1019,-0.121,0.0882
3.293172,-0.0093,0.0426,-0.0805,0.1506
3.357793,-0.0048,-0.0143,0.0226,0.1087
3.4,-0.0828,-0.104,-0.0438,0.0402
3.475349,-0.0254,0.0305,-0.1271,0.0984
3.531442,0.0177,0.0277,-0.0105,0.1396
3.6,-0.0976,-0.0984,0.0013,0.0546
3.66519,-0.0331,0.0297,-0.1203,0.0888
3.728617,0.0144,0.0311,-0.1333,0.1038
3.778751,-0.0589,-0.0654,-0.0319,0.1473
3.8,-0.1133,-0.0899,0.0353,0.0981
3.873583,-0.0152,0.0618,-0.0791,0.0743
3.948601,-0.0146,-0.0005,-0.1327,0.113
4,-0.1248,-0.0751,-0.0099,0.1397
4.050647,-0.0397,0.0371,0.0359,0.079
4.114933,0.016,0.0497,-0.0608,0.0667
4.166617,-0.0569,-0.0484,-0.1247,0.1243
4.2,-0.126,-0.0579,0.0034,0.1466
4.265058,-0.0137,0.08,0.0409,0.0733
4.336555,-0.0128,0.0153,-0.0523,0.0653
4.396517,-0.1262,-0.0458,-0.1103,0.1374
4.4,-0.1249,-0.0365,0.0388,0.1509
4.45792,-0.0154,0.0824,0.0231,0.0616
4.511483,0.0086,0.0518,-0.0679,0.0858
4.562846,-0.072,-0.0529,-0.0922,0.1494
4.6,-0.1205,-0.0169,0.0574,0.1004
4.658828,-0.01,0.1051,-0.0196,0.0477
4.728687,-0.0188,0.0186,-0.0774,0.1545
4.788572,-0.1266,-0.0285,-0.0721,0.1556
4.8,-0.1105,0.0002,0.0621,0.1283
4.853894,-0.0103,0.1006,0.0022,0.0434
4.907559,0.0029,0.0504,-0.102,0.1164
4.963931,-0.11,-0.0579,-0.0525,0.1574
5,-0.0956,0.0151,0.0609,0.125
5.054939,-0.0057,0.1086,0.0098,0.0458
5.121232,-0.0244,0.0154,-0.0905,0.1102
5.181284,-0.1259,-0.0188,-0.0342,0.1592
5.2,-0.0818,0.0257,0.0661,0.1199
5.253621,-0.0015,0.1063,-0.0154,0.0538
5.312207,-0.0202,0.0224,-0.0924,0.1354
5.364866,-0.1302,-0.0478,-0.0184,0.1615
5.4,-0.0681,0.0361,0.0677,0.1236
5.45849,0.0059,0.1027,-0.0023,0.0462
5.515627,-0.0365,-0.0051,-0.0803,0.1546
5.6,-0.0611,0.046,-0.0022,0.1645
5.675756,0.0086,0.0602,0.0707,0.1036
5.754077,-0.1311,-0.0523,-0.0359,0.075
5.8,-0.0526,0.0536,-0.0665,0.16
5.850861,0.0069,0.0939,0.0087,0.1632
5.905154,-0.0368,-0.0091,0.0661,0.1024
5.976315,-0.091,0.0099,-0.0214,0.0668
6,-0.043,0.0588,-0.0618,0.1619
6.064211,0.0068,0.0508,0.0188,0.1612
6.117309,-0.074,-0.0589,0.0543,0.0887
6.191191,-0.0517,0.0455,-0.0444,0.079
6.2,-0.0377,0.0626,-0.0632,0.1655
6.263859,0.0025,0.0358,0.0238,0.157
6.317237,-0.0922,-0.0777,0.0294,0.0658
6.4,-0.0314,0.0537,-0.0741,0.1006
6.453533,0.0055,0.0346,-0.0374,0.1671
6.511954,-0.0893,-0.0875,0.0289,0.1537
6.576672,-0.0611,0.0232,0.0289,0.0755
6.6,-0.0256,0.0643,-0.0701,0.096
6.650708,0.0022,0.0212,-0.0304,0.1647
6.706252,-0.0894,-0.0971,0.0325,0.1517
6.769893,-0.0651,0.0082,0.0131,0.0651
6.8,-0.021,0.058,-0.0876,0.1024
6.882461,-0.0489,-0.0607,-0.0023,0.1627
6.939482,-0.1207,-0.0569,0.031,0.1478
7,-0.0158,0.0585,-0.0322,0.0497
7.060171,-0.0221,-0.0335,-0.0667,0.17
7.114262,-0.1359,-0.1169,0.0182,0.1362
7.172736,-0.0475,0.0188,-0.0394,0.0461
7.2,-0.0121,0.042,-0.1092,0.1674
7.264539,-0.039,-0.067,0.0161,0.1418
7.317286,-0.1381,-0.1068,0.0183,0.1387
7.368711,-0.0441,0.0062,-0.0609,0.0506
7.4,-0.0089,0.0342,-0.1114,0.1707
7.457071,-0.0371,-0.0739,0.005,0.1422
7.507893,-0.1406,-0.1317,0.007,0.1306
7.566304,-0.0433,0.003,-0.0869,0.0739
7.6,-0.0053,0.0105,-0.1244,0.17
7.650039,-0.0373,-0.0825,-0.0042,0.1652
7.719153,-0.1218,-0.0973,-0.0032,0.1227
7.771421,-0.0299,0.0065,-0.0812,0.0659
7.8,-0.0039,-1.00E-04,-0.1752,0.1419
7.857038,-0.0616,-0.1221,-0.0129,0.143
7.934466,-0.0792,-0.0598,-0.0157,0.1159
7.994919,-0.0046,-0.0176,-0.1111,0.0824
8,-0.0046,-0.0276,-0.1452,0.1723
8.083158,-0.1369,-0.1745,-0.0321,0.1557
8.134255,-0.0729,-0.0569,-0.0267,0.1031
8.189468,-0.0053,-0.0241,-0.1343,0.0891
8.2,-0.0058,-0.046,-0.1504,0.1738
8.251878,-0.0768,-0.1527,-0.0389,0.1515
8.312928,-0.1024,-0.1005,-0.0406,0.0922
8.367736,-0.021,-0.0114,-0.1488,0.0962
8.4,-0.0079,-0.0652,-0.1216,0.1831
8.457663,-0.1032,-0.1847,-0.0424,0.1476
8.527007,-0.0706,-0.0598,-0.0608,0.0883
8.6,-0.0136,-0.0799,-0.1643,0.1028
8.650017,-0.1011,-0.1867,-0.1245,0.179
8.704836,-0.1003,-0.1059,-0.0817,0.074
8.757687,-0.0232,-0.0236,-0.084,0.073
8.8,-0.021,-0.0935,-0.1847,0.1133
8.875091,-0.1485,-0.1707,-0.1329,0.1812
8.940595,-0.0375,-0.0249,-0.0577,0.1358
8.992287,-0.0193,-0.0933,-0.1014,0.073
9,-0.0295,-0.1067,-0.2037,0.1261
9.07112,-0.1494,-0.1695,-0.1211,0.1796
9.131046,-0.046,-0.0317,-0.0622,0.1289
9.184657,-0.0191,-0.0912,-0.1188,0.0621
9.2,-0.0377,-0.1173,-0.2203,0.1277
9.259623,-0.1527,-0.1859,-0.1233,0.1829
9.312402,-0.0659,-0.0592,-0.0663,0.1285
9.378706,-0.0214,-0.0906,-0.1325,0.0613
9.4,-0.046,-0.1279,-0.232,0.1477
9.461189,-0.1519,-0.1679,-0.0739,0.1524
9.517207,-0.0522,-0.0344,-0.1387,0.0629
9.575315,-0.0239,-0.0925,-0.1447,0.0638
9.6,-0.0562,-0.1378,-0.1648,0.1833
9.660222,-0.1491,-0.1552,-0.0715,0.1414
9.718946,-0.0456,-0.023,-0.1548,0.073
