15.80259,-0.2917,-0.1372,-0.5231,78.5405
15.90964,-0.2746,-0.1528,-0.5693,66.8022
16,-0.2669,-0.1668,-0.6135,55.6987
16.1005,-0.2439,-0.1802,-0.6497,43.1631
16.20785,-0.2267,-0.1953,-0.6949,30.7423
16.3151,-0.2093,-0.2105,-0.7399,20.3157
16.4,-0.1967,-0.2224,-0.7762,13.8032
16.50662,-0.1781,-0.2375,-0.8203,7.7632
16.61363,-0.1605,-0.2527,-0.8653,3.6767
16.72059,-0.1427,-0.2679,-0.9103,1.0174
16.8,-0.1797,-0.2282,-0.008,0.7296
16.90127,-0.2132,-0.2027,0.7734,0.6232
17.00732,-0.2374,-0.1821,0.9519,0.5471
17.11399,-0.2567,-0.1648,0.8606,0.4911
17.2,-0.2771,-0.1538,0.7858,0.4463
17.30373,-0.291,-0.1339,0.6993,0.3923
17.41142,-0.3103,-0.1164,0.6082,0.3366
17.51948,-0.3296,-0.0987,0.5172,0.281
17.6,-0.3414,-0.0839,0.4507,0.2401
17.70202,-0.3619,-0.0688,0.3642,0.1877
17.81105,-0.3811,-0.0509,0.2732,0.1323
17.91161,-0.3985,-0.034,0.1898,0.0819
18,-0.4207,-0.0242,0.1139,0.0367
18.10484,-0.4323,-0.0024,0.0298,-0.0153
18.21018,-0.4426,0.0027,-0.0215,-0.0518
18.31343,-0.4411,0.0004,-0.0194,-0.0533
18.4,-0.4389,-0.0003,-0.0172,-0.054
18.50051,-0.439,-0.0017,-0.0174,-0.0553
18.60348,-0.438,-0.0027,-0.0164,-0.0563
18.70644,-0.4369,-0.0037,-0.0154,-0.0573
18.8,-0.446,-0.0065,-0.0231,-0.0591
18.90427,-0.4347,-0.0059,-0.0133,-0.0595
19.00723,-0.4336,-0.0069,-0.0123,-0.0604
19.11018,-0.4326,-0.008,-0.0113,-0.0614
19.2,-0.4342,-0.0095,-0.012,-0.062
19.30179,-0.4307,-0.0098,-0.0095,-0.0632
19.40473,-0.4297,-0.0108,-0.0085,-0.0642
19.50767,-0.4287,-0.0119,-0.0075,-0.0652
19.6,-0.4244,-0.012,-0.0021,-0.064
19.70556,-0.4266,-0.0139,-0.0056,-0.0671
19.80849,-0.4256,-0.0149,-0.0046,-0.0681
19.91142,-0.4245,-0.0159,-0.0036,-0.0691
20,-0.4256,-0.0172,-0.0041,-0.0699
