0,0,0,0
0.1277831,0.85,0.1277831,0.85
0.2367398,0.83,0.2367398,0.83
0.3417951,0.401432,0.3417951,0.401432
0.4,0.713748,0.4,0.713748
0.519687,0.853775,0.519687,0.853775
0.6388188,1.034373,0.6388188,1.034373
0.7400441,0.928054,0.7400441,0.928054
0.8,0.873955,0.8,0.873955
0.9014272,0.851239,0.9014272,0.851239
1.004213,0.847884,1.004213,0.847884
1.125368,0.848347,1.125368,0.848347
1.2,0.847063,1.2,0.847063
1.327666,0.848562,1.327666,0.848562
1.6,0.848342,1.6,0.848342
1.702894,0.8485,1.702894,0.8485
1.816,0.847484,1.816,0.847484
1.935536,0.848979,1.935536,0.848979
2,0.848344,2,0.848344
2.131753,0.849039,2.131753,0.849039
2.266446,0.848215,2.266446,0.848215
2.37757,0.849104,2.37757,0.849104
2.4,0.851688,2.4,0.851688
2.501537,0.848527,2.501537,0.848527
2.656855,0.848501,2.656855,0.848501
2.788033,0.849771,2.788033,0.849771
2.8,0.850521,2.8,0.850521
2.900937,0.849537,2.900937,0.849537
3.003162,0.849701,3.003162,0.849701
3.113216,0.849556,3.113216,0.849556
3.2,0.850403,3.2,0.850403
3.33299,0.8483,3.33299,0.8483
3.462312,0.847983,3.462312,0.847983
3.6,0.849443,3.6,0.849443
3.71774,0.850053,3.71774,0.850053
4,0.849769,4,0.849769
4.13558,0.849718,4.13558,0.849718
4.4,0.84921,4.4,0.84921
4.547199,0.713748,4.547199,0.713748
4.710844,0.853775,4.710844,0.853775
4.8,1.034373,4.8,1.034373
4.915098,0.928054,4.915098,0.928054
5.016383,0.713748,5.016383,0.713748
5.121034,0.853775,5.121034,0.853775
5.2,1.034373,5.2,1.034373
5.300101,0.928054,5.300101,0.928054
5.4049,0.873955,5.4049,0.873955
5.505587,0.851239,5.505587,0.851239
5.6,0.847884,5.6,0.847884
5.704718,0.401432,5.704718,0.401432
5.810728,0.713748,5.810728,0.713748
5.913255,0.853775,5.913255,0.853775
6,0.928054,6,0.928054
6.105389,0.713748,6.105389,0.713748
6.208089,0.928054,6.208089,0.928054
6.315238,0.873955,6.315238,0.873955
6.4,0.851239,6.4,0.851239
6.504654,0.713748,6.504654,0.713748
6.608709,0.853775,6.608709,0.853775
6.713184,1.034373,6.713184,1.034373
6.8,0.928054,6.8,0.928054
6.901971,0.873955,6.901971,0.873955
7.019783,0.851239,7.019783,0.851239
7.13246,0.847884,7.13246,0.847884
7.2,0.848347,7.2,0.848347
7.302702,0.847063,7.302702,0.847063
7.411015,0.848562,7.411015,0.848562
7.518783,0.848342,7.518783,0.848342
7.6,0.8485,7.6,0.8485
7.708158,0.847484,7.708158,0.847484
7.820337,0.848979,7.820337,0.848979
7.940956,0.848344,7.940956,0.848344
8,0.849039,8,0.849039
8.125183,0.848215,8.125183,0.848215
8.232317,0.849104,8.232317,0.849104
8.338731,0.851688,8.338731,0.851688
8.4,0.848527,8.4,0.848527
8.508253,0.848501,8.508253,0.848501
8.635188,0.849771,8.635188,0.849771
8.736144,0.850521,8.736144,0.850521
8.8,0.849537,8.8,0.849537
8.906354,0.849701,8.906354,0.849701
9.018222,0.849556,9.018222,0.849556
9.118854,0.850403,9.118854,0.850403
9.2,0.8483,9.2,0.8483
9.313133,0.847983,9.313133,0.847983
9.415807,0.849443,9.415807,0.849443
9.516377,0.850053,9.516377,0.850053
9.6,0.849769,9.6,0.849769
9.704122,0.849718,9.704122,0.849718
9.830321,0.84921,9.830321,0.84921
9.933596,0.850346,9.933596,0.850346
